attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,item_name
1.144,0.632,0.349,-0.248,-1.178,0.626,-0.195,0.312,-0.587,1.999,0.239,-0.38,-1.136,-1.399,0.621,-0.582,-0.45,-0.543,-1.092,-0.29,Item_3754
0.056,-1.007,0.332,-1.224,-0.441,0.365,-0.014,-1.641,-2.786,0.567,0.69,0.437,-0.227,-0.248,-0.107,0.585,-0.133,0.374,1.314,-0.967,Item_3755
-0.185,-0.858,-0.393,-0.101,-0.88,-1.624,-1.307,0.444,-0.668,-0.219,0.049,0.907,-0.284,0.246,-1.132,-0.161,-0.978,-0.141,0.128,-0.234,Item_3756
-0.423,0.269,-0.403,-0.414,-1.053,0.506,-0.042,-0.48,-1.039,2.337,-3.017,-0.758,-0.482,0.921,-0.315,0.182,-0.441,1.844,0.395,-0.65,Item_3757
0.704,-0.247,1.827,1.351,0.294,-0.237,-0.635,0.882,1.452,-0.292,0.449,0.505,0.89,-0.779,0.444,2.244,0.096,0.454,0.379,0.554,Item_3758
-1.157,2.048,0.1,0.545,0.088,0.943,-0.502,-1.307,-0.118,0.479,-0.347,-0.671,0.348,-0.928,0.979,-0.312,0.497,-1.161,1.353,0.469,Item_3759
0.614,-1.291,-0.75,0.199,-1.083,-0.627,0.755,-0.606,0.374,-0.827,0.601,-1.121,0.594,2.163,-0.535,-0.661,1.139,0.065,-1.17,0.339,Item_3760
0.217,-0.633,-0.671,0.869,-0.988,-1.371,-0.775,0.866,-0.261,-0.564,-0.068,0.487,1.535,0.351,1.96,0.731,-0.298,0.891,0.637,1.162,Item_3761
0.737,0.114,-0.481,0.135,-1.482,-0.163,-1.18,0.458,0.834,0.316,-0.163,-0.285,1.201,0.987,-1.061,0.255,0.325,-0.205,-1.366,-2.055,Item_3762
0.172,-1.693,-0.524,0.684,0.416,-0.597,0.895,0.526,-0.488,1.521,0.487,-0.78,-2.053,0.224,-0.505,0.021,-0.237,-2.198,-0.292,-1.103,Item_3763
-0.508,-0.579,0.064,0.3,0.461,-2.398,1.421,-1.632,-0.013,-0.829,0.296,-1.829,1.549,-0.359,0.501,-0.801,1.661,-1.372,-2.631,1.363,Item_3764
-1.176,-0.07,1.558,-0.405,0.26,0.815,0.03,1.301,0.705,-0.894,0.732,-0.034,-0.03,0.332,0.921,-0.963,1.305,1.244,-0.632,1.759,Item_3765
-0.173,0.567,-0.462,0.819,-0.445,0.16,-2.619,-0.472,-0.565,-1.891,0.768,-0.386,-1.818,0.602,1.089,-0.134,-1.51,-1.884,-1.225,-0.83,Item_3766
1.71,-0.204,-1.273,-0.615,1.071,0.555,0.047,-0.169,0.004,0.156,-0.194,0.102,-0.301,-0.856,-0.264,0.33,-0.728,0.421,0.83,0.341,Item_3767
-0.562,0.096,0.153,0.199,1.49,-1.158,0.207,-0.4,-1.246,-1.258,0.877,-1.404,0.299,0.131,-0.858,0.836,-1.182,-0.549,-1.091,0.765,Item_3768
1.184,0.249,2.539,0.446,0.632,1.007,-0.672,0.408,-0.967,-1.318,1.092,-0.85,0.183,1.632,-1.811,0.651,-0.022,-0.07,0.06,0.018,Item_3769
0.523,-1.051,0.502,-1.128,2.104,-0.105,0.179,1.771,-0.775,-0.011,-1.41,-0.97,-1.424,0.798,0.569,-0.437,-0.507,0.971,-0.005,-0.867,Item_3770
1.073,-0.141,0.677,0.072,2.078,-0.207,-2.008,-0.228,0.266,0.46,0.809,-0.581,1.564,0.965,0.131,-0.694,1.928,0.729,-0.492,1.402,Item_3771
0.22,1.509,-0.843,-0.2,1.382,-0.669,-0.253,-2.738,0.412,1.154,-0.921,0.448,-0.541,-1.509,-0.325,-0.575,0.127,-0.306,1.337,-0.558,Item_3772
-0.129,0.24,-0.051,-0.536,0.051,0.525,0.899,-2.118,0.507,-0.674,1.158,0.932,0.926,-0.584,-1.393,1.271,1.169,-2.004,1.375,0.355,Item_3773
0.132,-0.822,1.014,-0.46,-0.465,-2.136,-0.744,-0.992,-2.077,1.559,-0.125,-1.426,-0.964,-0.581,-0.596,0.801,-0.269,0.099,-0.265,1.163,Item_3774
1.378,-0.134,-0.946,-0.11,-3.11,0.314,-1.359,-0.221,0.472,-0.57,-0.438,0.258,-0.558,0.924,0.773,0.567,-0.63,0.573,-0.743,-0.087,Item_3775
-2.636,1.157,1.727,0.225,-1.582,-0.218,0.071,0.016,2.541,-0.245,-0.577,0.163,-0.143,-0.749,-1.762,0.732,-0.864,-1.006,-0.811,-1.462,Item_3776
0.656,0.522,0.19,0.71,0.432,0.588,1.824,0.982,0.176,-0.934,-1.596,-1.759,0.946,-0.558,0.079,-0.953,2.206,-1.796,0.139,-0.359,Item_3777
0.018,-0.321,-0.891,-1.118,2.048,-0.298,0.342,-1.594,-2.117,-0.677,0.873,0.028,-0.54,0.43,-0.55,1.377,1.418,-0.577,-0.777,-0.073,Item_3778
0.427,-0.274,1.046,0.266,1.088,-1.122,-0.593,0.533,0.053,-0.188,-0.519,0.087,1.428,-2.009,-0.152,-0.108,-1.087,-0.156,-1.639,-0.584,Item_3779
-0.268,-0.005,1.875,-0.816,-1.325,0.992,-4.463,-0.619,-0.326,-0.941,-0.095,-0.649,-1.741,0.618,0.657,-0.987,-0.541,1.856,0.448,0.0,Item_3780
1.617,-1.622,-2.033,0.167,0.84,-1.711,-1.3,0.793,-1.152,-0.256,0.21,0.955,-0.306,0.492,-1.24,0.589,-0.909,-1.381,2.065,1.83,Item_3781
0.148,1.547,-0.326,-0.136,-0.177,-0.913,-2.344,-0.309,1.302,0.276,0.815,0.393,-0.847,0.248,-0.332,-1.063,0.92,-1.305,-0.659,2.217,Item_3782
0.701,0.245,-2.173,-0.118,-1.165,-0.078,-0.19,-0.857,1.172,0.955,-1.126,1.574,-1.15,1.664,-0.211,-0.4,1.489,-0.164,1.098,-1.301,Item_3783
0.028,0.475,1.196,0.712,0.045,0.474,-0.728,0.604,0.478,-0.778,0.123,0.771,2.444,1.186,0.225,0.285,-0.145,0.111,0.776,0.752,Item_3784
-0.085,-1.099,-0.214,-0.836,-1.216,0.608,0.345,-0.919,-0.325,0.307,0.258,0.439,-0.762,0.358,-0.048,0.772,1.075,3.029,1.31,0.126,Item_3785
-0.038,-0.936,-0.911,0.272,0.303,2.676,-0.728,-0.832,0.25,-0.504,0.389,-0.474,-0.285,0.43,-0.567,-0.361,0.529,0.047,-0.64,-0.482,Item_3786
1.042,0.31,-0.361,0.866,0.436,1.355,0.886,1.166,-0.34,-0.889,0.772,0.781,-0.105,-1.043,0.307,0.388,-1.358,0.374,1.151,-1.314,Item_3787
0.529,1.31,1.373,-1.874,1.088,-0.314,-0.43,2.512,0.22,-0.383,0.799,1.686,0.173,-0.534,0.091,1.091,-0.311,1.092,-0.14,-1.855,Item_3788
1.52,0.335,1.054,0.302,0.037,0.737,-0.154,1.813,-0.03,1.819,0.605,-2.381,-0.99,0.85,-0.918,-1.356,1.284,-1.588,0.778,-0.363,Item_3789
0.702,0.267,-2.073,-0.315,-0.244,0.409,0.319,-0.245,-1.134,0.481,0.871,0.331,-0.219,-0.37,-0.918,0.248,0.192,0.836,-0.623,0.119,Item_3790
-1.316,-0.339,-0.562,1.058,1.706,-1.176,0.908,0.681,-0.549,-0.752,-0.764,-0.377,-0.359,-0.153,-0.51,0.806,0.509,-0.173,-0.539,-0.566,Item_3791
0.439,0.056,0.199,0.858,-0.054,1.37,-2.002,-1.315,1.81,-0.398,0.296,1.253,0.343,0.913,0.616,0.983,0.493,0.731,-0.58,0.523,Item_3792
-0.04,-0.087,-1.679,-0.422,-0.134,1.556,-0.279,0.283,1.375,-1.238,-0.383,0.88,2.469,-1.985,-0.117,0.628,0.841,2.246,-0.645,-0.235,Item_3793
-1.628,0.128,0.511,2.092,1.704,1.516,-0.695,0.426,0.389,0.467,-0.043,1.131,-0.356,0.329,1.453,2.154,-0.829,0.551,0.454,1.22,Item_3794
1.634,-0.333,-0.076,0.073,0.479,0.827,-0.375,1.857,-1.829,-1.194,0.608,-0.164,-0.566,0.959,0.813,1.249,-1.036,0.813,0.802,-1.007,Item_3795
0.039,0.969,1.342,-0.147,-1.099,1.532,0.04,-1.889,-0.24,1.133,-1.219,0.117,-0.327,-0.037,-0.436,0.503,-0.223,0.657,-0.368,1.119,Item_3796
0.013,-1.207,-0.856,-1.158,-1.101,-1.313,-1.086,-0.005,0.738,-1.353,-0.805,0.803,-0.158,-1.711,0.038,0.362,0.314,2.246,-0.753,1.1,Item_3797
-0.024,0.468,-0.651,-0.673,-1.251,-1.468,0.671,-0.536,2.545,-0.474,0.673,0.055,-1.825,-1.346,-1.511,1.469,1.299,1.928,-2.22,-1.369,Item_3798
0.605,-0.768,0.694,-0.445,-0.548,-1.816,-0.577,0.371,-0.988,0.069,-1.047,-0.774,-0.705,0.465,0.858,1.838,0.779,0.364,1.775,0.275,Item_3799
0.614,0.956,0.174,-0.068,-0.167,-0.573,-0.496,1.062,-1.097,0.138,-0.024,-1.425,0.838,-1.336,-0.745,-0.086,1.49,0.521,0.311,1.352,Item_3800
-0.264,1.998,0.504,0.134,-1.797,0.976,0.537,-0.223,-0.505,2.013,-0.797,0.349,0.035,0.688,-1.922,0.673,1.6,-1.902,-0.948,0.565,Item_3801
-0.134,0.68,0.744,0.225,1.763,0.752,-1.326,0.701,-0.033,0.548,1.168,1.615,0.084,0.838,-1.08,-0.464,-0.563,1.034,1.727,3.189,Item_3802
0.861,1.124,-1.73,-1.788,-0.869,-1.254,0.512,1.736,0.012,-0.656,0.305,-0.719,-0.543,-0.195,0.388,-1.667,-2.03,-0.86,0.522,-1.265,Item_3803
1.834,0.852,0.669,0.855,0.427,0.507,1.242,1.0,0.3,1.924,0.077,-0.455,-1.483,-0.722,1.202,-0.034,0.479,0.081,-1.203,-0.288,Item_3804
-0.834,-0.435,-0.888,0.482,0.812,0.035,-1.99,-1.353,0.646,-0.756,-0.755,0.069,-0.787,-2.121,-0.924,-0.404,-0.555,0.701,0.089,0.018,Item_3805
1.157,-1.56,1.565,1.651,-0.116,-0.393,1.343,-0.264,0.353,0.278,0.489,-1.1,0.44,-0.882,-0.599,0.929,-0.503,-0.638,0.204,1.347,Item_3806
2.405,1.142,1.129,-0.024,2.56,0.199,-0.036,0.383,0.264,-1.314,-0.697,0.381,-0.789,0.648,0.036,0.937,-0.124,0.482,-1.812,-1.609,Item_3807
-0.803,0.311,-0.781,0.728,0.387,-0.459,0.224,-0.444,0.315,-0.51,0.396,1.361,-1.236,-0.694,-0.653,0.311,0.838,-1.74,-0.183,0.028,Item_3808
0.882,-0.896,0.73,0.293,1.774,2.194,0.796,-0.26,0.491,0.581,0.527,0.42,0.534,1.05,2.198,-1.809,1.3,0.142,-0.79,-1.351,Item_3809
0.306,0.036,-1.079,-0.031,1.037,1.552,0.127,0.124,0.623,1.165,0.183,0.35,-0.399,-0.158,-0.636,-1.035,-1.205,-0.862,-0.931,0.299,Item_3810
0.448,-0.421,-0.839,2.152,-0.441,-0.593,-1.573,0.517,1.819,-0.187,-0.347,0.277,0.308,-2.496,0.648,1.875,0.056,-0.109,0.795,0.676,Item_3811
0.173,0.773,0.82,-1.173,-1.149,-1.291,-1.514,0.811,0.813,0.448,1.662,-0.308,-0.69,0.123,1.142,-0.591,1.942,-0.072,0.513,0.163,Item_3812
-0.397,0.91,-3.475,-0.339,0.795,-1.452,-0.701,-0.493,-0.33,-0.602,-1.019,-0.071,0.806,0.382,1.027,-0.201,1.259,-1.276,1.311,1.092,Item_3813
-1.578,0.468,-0.126,-0.106,0.066,-0.619,0.939,0.004,-1.125,-0.038,-0.474,0.616,-1.315,2.003,0.121,-1.236,-0.202,-0.483,-0.795,0.425,Item_3814
2.23,1.869,0.201,-0.781,0.28,0.738,0.204,0.745,0.444,0.285,-1.216,-0.13,1.911,0.49,1.168,2.011,-1.179,2.599,0.973,1.162,Item_3815
-0.67,0.724,-0.801,0.15,0.337,-0.239,1.151,-0.52,-2.012,-0.244,1.254,2.456,1.316,1.067,-0.379,2.303,0.684,0.723,0.628,-1.158,Item_3816
0.384,-1.455,0.827,0.336,-0.632,1.126,-0.358,-0.334,0.534,-0.016,0.233,1.032,-0.738,-0.823,-0.233,-0.063,0.642,1.942,-0.043,0.036,Item_3817
-0.652,-0.773,0.677,0.039,1.247,1.138,0.869,-1.461,0.683,-0.935,-1.884,0.221,1.358,0.712,-0.882,2.796,0.817,-0.842,-2.046,-0.205,Item_3818
-1.964,-1.03,-1.699,-0.754,-0.534,-0.874,2.3,-0.187,1.328,0.569,-0.207,-0.478,1.351,-1.036,-0.627,-0.642,0.075,-0.909,0.937,1.075,Item_3819
-0.718,0.527,-0.84,0.179,1.17,0.103,-0.105,2.288,0.36,-0.843,-0.921,2.279,-0.741,-0.701,0.027,0.732,-1.241,-0.279,-1.341,-0.153,Item_3820
0.822,-0.251,1.969,-0.847,0.218,1.307,1.009,2.643,0.324,-0.895,0.084,-0.838,0.121,1.234,0.697,-0.104,-0.687,0.325,0.53,-1.254,Item_3821
-1.019,-0.29,-1.332,-1.811,-1.031,0.383,0.102,-0.445,-0.936,0.369,0.316,1.243,-2.511,-1.746,0.938,0.474,0.934,-0.892,-0.389,-1.278,Item_3822
-2.335,0.14,1.416,-0.168,-0.716,-1.12,1.114,0.081,0.121,-1.444,-0.917,0.735,-0.526,-0.652,2.51,0.07,-0.172,-0.136,-0.678,-0.073,Item_3823
1.94,0.413,-1.595,-0.437,0.104,-1.506,-0.468,-0.961,-0.396,0.07,0.699,-1.154,-0.086,-0.327,-0.22,-0.819,-0.047,0.494,-1.392,1.728,Item_3824
0.942,-1.575,1.447,1.515,-0.503,0.206,0.09,-1.377,1.027,-1.881,0.289,1.568,-1.689,-0.293,1.14,0.402,0.833,-0.687,-0.941,-0.2,Item_3825
0.265,0.6,0.445,0.979,0.116,-1.048,-1.355,0.758,1.006,1.971,2.424,0.972,0.367,-0.42,-0.874,0.067,-0.105,1.905,0.586,-0.23,Item_3826
-0.882,0.534,0.138,-0.451,-0.686,0.549,-0.407,-0.323,-0.485,2.834,0.158,-0.823,-2.573,-1.641,-0.293,1.695,2.287,-0.238,0.364,-0.165,Item_3827
0.455,-0.24,-0.557,-0.657,0.71,1.303,-0.449,0.727,0.157,-0.382,0.678,1.348,-0.824,-0.323,1.467,-0.043,-0.795,0.17,0.009,1.056,Item_3828
-0.044,-0.01,-0.052,0.168,1.517,0.725,-1.042,0.282,0.346,0.377,-1.48,0.146,-0.568,-1.497,1.209,-0.282,-0.267,0.882,1.024,-0.249,Item_3829
0.029,-1.01,-0.942,1.298,0.045,0.97,-0.165,0.42,-1.744,0.861,-0.029,-0.47,0.629,0.994,-0.406,-1.196,1.666,-0.216,-1.919,-0.422,Item_3830
0.45,-0.082,-0.129,-0.352,-0.421,-1.278,-1.298,0.364,1.23,-0.276,1.386,1.099,-0.132,0.638,0.489,-0.505,-2.158,0.139,0.701,-0.554,Item_3831
2.007,1.032,-1.473,-0.195,-0.84,-0.367,0.654,-0.252,-0.57,0.094,0.76,0.75,0.615,1.37,-0.09,-0.361,-0.155,-0.809,-0.833,0.739,Item_3832
0.831,-2.646,0.94,-0.411,-0.632,-0.327,-1.262,-0.168,1.915,-1.548,0.618,0.975,0.582,1.534,0.982,0.671,1.038,0.992,-0.349,0.631,Item_3833
-0.273,-1.334,1.837,-0.553,1.095,0.535,-0.896,-0.776,0.397,0.399,-0.376,-1.582,0.803,-2.925,0.348,1.133,-1.849,0.16,-0.384,0.195,Item_3834
0.978,-1.346,-0.223,-0.164,-1.949,0.574,1.629,0.671,0.13,0.886,-0.595,-0.881,0.514,0.229,0.314,-0.859,-1.505,-1.039,-0.853,-2.041,Item_3835
0.475,-1.289,-1.345,-0.262,-0.906,-1.578,-1.467,0.536,-0.336,-1.514,1.456,-0.711,0.53,-0.108,0.098,0.021,-1.379,2.244,-0.761,0.825,Item_3836
-0.791,-1.105,1.369,1.557,0.454,0.807,-1.254,0.659,0.649,0.439,1.647,-2.28,-0.179,1.482,-1.112,0.65,-0.486,0.088,-1.057,2.263,Item_3837
-1.147,-0.13,-0.259,1.074,0.07,-1.577,-0.643,-2.162,0.073,1.781,-0.199,0.34,1.102,-0.691,1.1,1.912,-1.775,1.137,-1.483,-0.775,Item_3838
1.131,0.322,-0.459,2.234,-0.33,1.096,-0.306,0.458,0.492,0.08,-1.419,0.277,-0.58,-0.458,0.593,0.525,-0.756,0.218,0.02,-0.862,Item_3839
-0.8,-0.784,-0.011,-0.304,0.209,-0.88,-0.173,-0.098,0.326,1.47,1.074,-0.074,-1.595,-0.513,0.921,-0.055,-1.258,-0.206,-0.471,1.261,Item_3840
-0.582,0.414,0.688,-1.239,-0.745,-0.427,0.138,-0.595,-1.376,-1.007,0.94,2.072,0.305,1.079,0.354,0.698,0.741,0.678,0.355,0.143,Item_3841
-0.406,0.526,0.31,-0.907,1.189,0.992,0.193,1.178,0.727,-0.44,-1.815,-1.849,1.262,-0.028,-0.37,-0.66,0.064,0.915,-0.812,0.095,Item_3842
2.658,1.815,-2.232,-1.815,1.806,0.896,0.051,0.528,-0.316,-0.666,0.73,-0.097,0.865,-0.549,0.713,0.312,-1.335,1.474,-1.408,1.331,Item_3843
0.455,0.641,-0.493,-0.369,0.004,-1.289,0.575,-0.358,-2.12,1.887,0.265,0.326,-0.691,0.332,0.736,-1.454,0.604,-1.059,-1.286,-0.88,Item_3844
2.101,0.783,-0.018,1.702,-0.923,-1.027,-0.916,1.878,0.869,-0.816,-0.692,0.283,-1.134,-0.178,-0.993,-0.069,0.816,1.743,-1.565,0.6,Item_3845
0.678,-0.232,-0.593,-0.594,-1.853,0.779,-0.764,-1.669,0.323,0.313,0.847,1.817,0.04,-0.299,-0.391,-0.294,-0.738,-0.434,-0.721,-1.039,Item_3846
1.737,1.386,-1.863,0.318,-0.065,0.145,-1.451,-1.847,-0.055,-0.37,-0.549,-0.207,0.6,0.881,-0.981,-0.887,0.15,1.223,-0.214,0.145,Item_3847
-1.364,-2.196,2.313,0.277,-1.018,-2.143,1.446,-0.944,-0.945,-0.717,0.137,0.639,-0.3,-1.049,2.298,-0.492,0.011,-1.501,0.579,1.092,Item_3848
-0.86,-1.84,-0.382,1.896,-0.641,2.533,-0.561,-1.825,-0.51,-1.871,-0.719,0.382,-0.465,1.101,-0.536,-1.492,0.148,-0.148,-0.024,-1.273,Item_3849
0.268,1.389,-1.314,-1.91,-1.544,-0.029,-1.608,0.326,0.357,0.367,2.589,-1.866,-1.707,1.279,0.533,1.148,-2.041,-1.36,0.979,-0.167,Item_3850
1.314,-0.417,-0.212,2.29,-1.041,0.741,-1.567,-0.866,0.737,-1.415,0.876,-0.221,-0.975,-0.107,-0.586,-0.712,-0.495,-1.393,-1.763,-2.127,Item_3851
0.503,0.432,-0.794,-0.13,1.385,-0.626,-0.267,1.939,0.388,0.905,0.71,0.505,-0.725,-0.973,0.674,0.523,0.232,0.292,-0.772,-1.178,Item_3852
-0.733,-0.251,-0.595,1.568,1.476,0.853,1.221,-1.294,0.718,-0.036,-0.461,-0.283,-0.27,-0.379,-0.615,-1.341,-1.572,0.402,-2.809,1.945,Item_3853
-0.622,-1.8,0.522,-0.135,-0.948,-0.574,-0.089,1.084,-2.645,0.318,1.646,-0.815,0.748,0.671,1.881,0.235,0.704,1.065,0.617,-0.893,Item_3854
-0.729,0.267,0.868,0.338,-1.036,-0.245,-1.387,0.588,1.979,0.527,-1.955,0.105,-0.015,-0.53,-2.045,0.479,0.948,-0.884,-0.894,-0.317,Item_3855
1.743,-0.283,-0.766,-0.399,0.579,-2.023,-0.232,-0.348,-0.108,-0.696,-1.331,0.932,-1.838,1.565,0.348,0.681,0.063,1.178,0.536,1.305,Item_3856
0.846,1.118,-0.715,-0.381,0.016,0.003,0.575,-0.75,-0.006,0.627,-1.915,1.057,2.045,-0.915,1.48,0.227,-0.886,0.828,1.94,-0.403,Item_3857
-1.066,-2.235,-0.145,0.163,1.814,1.861,-0.663,0.808,-1.151,0.073,-0.13,-0.876,-0.12,0.843,1.096,-0.145,-0.087,-1.839,0.274,-0.265,Item_3858
-0.09,-0.481,-0.949,-0.873,-0.677,-1.327,0.291,0.56,-0.138,0.177,-0.23,1.142,0.054,0.278,0.804,-0.024,1.393,-0.665,1.726,-0.197,Item_3859
-0.653,-1.569,0.872,-0.365,0.144,0.261,-0.488,1.073,0.455,-0.852,-1.344,0.781,-0.241,0.698,-0.25,0.212,0.805,-1.501,1.686,0.376,Item_3860
-2.044,1.348,0.989,-0.19,1.396,-0.639,-0.13,2.344,0.521,1.084,0.817,-1.386,0.299,0.207,1.186,1.501,1.29,-0.473,-1.437,0.5,Item_3861
-0.089,-1.052,-0.696,-0.059,0.258,-0.556,-0.016,-0.073,0.275,-0.976,-0.698,1.349,-0.259,0.476,-1.218,1.188,1.152,0.299,-0.614,-1.436,Item_3862
2.274,-0.405,-1.434,-0.597,0.399,-1.247,-0.59,-1.441,1.443,-0.083,-1.452,-0.9,-0.645,0.023,-0.912,-0.365,-0.637,-1.437,-0.915,-0.772,Item_3863
-1.219,-1.443,-0.595,0.865,-0.148,-3.183,1.01,-0.693,1.438,0.807,-0.307,-0.195,-1.141,0.652,1.617,-0.727,-0.603,1.974,0.086,-1.524,Item_3864
-1.364,1.704,0.474,-1.05,0.337,-0.832,-1.92,-0.345,-0.009,-1.567,-1.257,-1.002,-0.204,0.129,-1.443,-0.582,-0.471,-1.738,0.225,0.597,Item_3865
0.312,-1.322,0.598,-0.101,0.983,0.478,0.312,-0.282,0.956,-1.143,-1.264,2.742,-1.943,-1.191,0.804,-1.627,0.736,1.227,1.346,0.067,Item_3866
-1.173,-0.914,1.265,-1.866,0.823,-1.608,-0.095,-0.623,-0.443,1.341,-0.539,1.043,-0.72,0.262,-0.127,-1.373,-1.35,-0.263,-0.394,0.677,Item_3867
-1.855,-0.829,0.431,-0.249,-1.455,0.36,0.849,-0.998,0.967,-0.596,-0.356,-0.533,1.014,-0.163,0.773,-0.486,0.359,-1.087,1.001,-0.307,Item_3868
1.249,-0.052,0.096,2.286,0.745,0.195,-1.219,-0.755,0.785,-0.332,-0.207,-1.082,0.405,0.104,0.713,1.238,0.449,-1.173,-1.512,0.731,Item_3869
0.12,1.751,0.025,-1.727,-1.266,-0.75,1.741,1.169,-0.536,-0.194,-1.362,-1.397,1.119,0.941,-0.276,1.843,0.434,0.212,0.218,-1.062,Item_3870
0.944,0.952,0.241,-1.118,1.089,-1.8,-0.774,0.58,-0.408,-0.99,1.384,1.133,1.066,0.332,0.035,1.738,1.435,-0.084,2.711,-0.125,Item_3871
0.385,1.39,0.372,-0.264,0.382,-0.005,-2.131,1.003,-0.622,-1.151,1.205,0.378,0.68,-0.126,0.224,-0.301,-0.861,0.685,0.238,1.722,Item_3872
-2.236,1.179,-0.388,-0.483,0.584,-0.888,-0.45,0.595,-0.535,-0.706,-0.708,0.351,-1.205,0.756,2.116,0.003,0.435,0.265,-0.934,0.316,Item_3873
0.222,1.772,0.248,1.242,0.429,-0.509,-1.185,0.308,0.76,-0.089,-0.633,1.407,-0.441,-1.152,-0.065,0.078,-0.735,-0.091,-1.695,0.424,Item_3874
-1.05,-0.382,-0.677,1.402,-0.303,-0.843,2.09,1.795,0.836,0.562,-0.865,1.087,0.365,-0.637,0.141,-0.464,-1.522,1.365,-1.814,2.157,Item_3875
-0.214,0.452,0.534,-0.99,-0.21,-0.101,-0.604,1.037,-1.21,0.199,-1.71,0.239,0.17,1.908,-0.615,-0.169,-0.24,1.681,-0.576,0.225,Item_3876
-0.293,-0.152,0.011,1.098,1.454,-1.388,0.781,1.255,0.34,1.184,-1.249,0.508,1.249,-0.63,-1.288,1.142,-0.423,-0.578,-1.88,-0.514,Item_3877
-0.699,-1.803,-0.585,1.185,0.342,-1.637,0.39,0.727,0.104,-0.035,-0.793,0.418,0.585,0.281,1.745,-0.205,-1.303,1.674,-1.89,-0.399,Item_3878
-0.921,-0.102,-0.136,-0.956,1.067,-0.135,1.219,-1.169,-1.08,-1.106,0.519,1.747,-0.304,-2.314,0.475,0.665,-1.034,0.566,0.811,-2.049,Item_3879
1.116,1.179,-0.308,0.645,1.976,-0.657,1.161,0.245,-1.14,-1.821,0.722,-1.306,0.968,-2.185,0.149,-0.32,1.677,0.226,0.613,-0.431,Item_3880
-0.179,1.052,0.016,-0.919,1.14,1.686,1.503,1.29,-0.283,-0.981,-1.186,-1.307,-0.094,1.771,-1.654,0.017,-0.32,-1.176,-0.253,1.29,Item_3881
0.227,0.627,1.069,0.387,-0.368,0.1,-1.073,0.057,0.122,1.317,-0.324,-0.324,-1.516,0.648,-1.469,-0.498,-0.71,0.891,0.488,0.708,Item_3882
0.946,-0.639,-0.868,-1.684,0.128,-0.782,0.451,1.16,0.93,0.121,0.078,-0.009,2.125,-0.582,0.079,-0.181,-0.783,-0.38,0.028,-1.185,Item_3883
1.649,0.726,1.092,-0.161,-0.313,-0.214,-0.696,1.3,1.397,0.55,1.698,2.396,1.847,-0.469,-2.419,0.743,0.427,0.109,-0.232,1.351,Item_3884
-1.546,1.532,1.734,0.15,0.284,-1.186,1.004,1.271,0.764,-1.24,-1.609,-0.24,0.079,1.015,-0.241,1.063,1.129,0.474,0.869,-0.416,Item_3885
-1.142,-0.569,-0.833,1.211,0.863,-2.03,0.179,-1.786,-1.084,0.832,-1.724,-1.364,-1.024,-1.585,-1.42,-0.056,-1.685,-0.249,0.009,0.752,Item_3886
0.929,-1.376,-1.324,-1.38,0.791,0.346,-0.353,-1.192,0.155,1.369,1.304,-1.473,1.071,-1.486,-0.402,-0.52,0.266,-1.002,0.103,-1.081,Item_3887
0.172,-1.317,-0.398,0.004,-0.25,0.845,-2.259,0.175,-0.83,0.591,0.031,1.088,-0.233,1.234,0.157,-1.293,-0.813,-0.587,0.115,0.9,Item_3888
0.611,0.665,-0.746,0.882,0.104,0.795,-1.477,0.452,-0.611,-1.265,0.647,-0.429,0.53,-0.978,2.032,-0.119,-0.469,0.99,-0.086,3.166,Item_3889
1.165,-0.473,0.074,0.066,-1.055,1.284,-0.43,-0.247,0.219,-0.916,0.211,-0.503,-0.477,-0.162,-0.735,-1.565,0.174,-2.29,-2.253,0.045,Item_3890
-0.182,0.259,0.664,-1.977,-0.615,-0.448,0.312,0.228,-0.405,0.044,-0.275,-0.913,0.054,-2.144,0.245,1.412,-0.347,2.062,0.603,1.458,Item_3891
0.386,0.552,0.143,-1.568,-1.965,-0.241,-0.603,-0.571,-1.264,1.109,-1.031,-1.096,0.038,1.083,0.848,-0.65,-0.212,1.64,1.106,0.877,Item_3892
0.385,0.1,2.009,1.129,0.122,0.723,-0.249,-1.604,-1.022,-0.461,-0.525,-0.723,-0.678,1.306,1.833,1.312,-2.157,1.078,0.737,-0.037,Item_3893
-0.497,-0.305,0.99,0.386,1.22,0.815,1.441,0.634,-1.137,-1.6,0.646,0.601,-0.617,0.247,-0.454,-0.493,-1.433,0.045,-0.517,0.378,Item_3894
-1.753,0.602,-0.515,-1.067,-0.44,-1.598,-0.291,0.123,0.073,0.46,-0.568,0.779,0.266,0.816,1.659,-1.551,-0.383,-0.763,2.138,0.597,Item_3895
0.287,1.196,0.012,0.467,-0.456,-1.364,0.897,-0.96,0.749,1.084,-2.244,1.045,0.255,-0.97,-1.74,-0.071,-0.179,1.092,0.065,-1.088,Item_3896
-1.554,0.146,0.004,1.32,-0.492,0.419,-0.133,-2.702,0.716,-0.426,0.659,0.169,-0.989,-0.174,-0.031,0.184,0.512,0.031,1.746,0.841,Item_3897
