attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,item_name
0.034,0.269,-1.115,1.197,-0.597,-1.674,-0.109,0.034,0.161,1.362,-0.236,-0.12,-1.103,0.821,0.184,-0.42,-1.905,1.444,-1.228,-0.591,Item_292
0.358,-1.197,-1.494,-2.124,0.721,-0.545,2.927,-0.994,-0.921,-0.565,0.243,-0.47,0.612,-0.979,-1.382,-1.798,-2.224,-0.518,-0.301,-0.631,Item_293
1.243,1.228,-0.335,-1.794,-0.567,-0.6,-0.657,-0.698,-0.653,-0.387,-0.636,0.208,0.36,-0.911,1.271,-0.98,-1.618,0.381,-0.817,0.321,Item_294
-2.404,1.392,0.672,-1.5,-1.479,1.672,-0.737,-0.834,-2.266,-0.351,-0.228,0.715,-1.399,-1.52,0.451,1.007,-1.571,1.082,0.038,1.092,Item_295
-0.07,-2.522,-0.152,1.06,-0.894,-0.388,-0.176,-2.9,1.671,-0.901,0.506,-0.087,1.258,0.406,-0.235,-0.894,0.798,-1.873,0.646,-1.099,Item_296
1.252,0.161,0.644,0.082,-1.752,-0.861,0.672,0.167,1.181,0.403,-0.967,-0.796,0.103,-2.314,1.673,0.442,1.227,-1.581,1.245,2.231,Item_297
-1.321,0.771,0.001,-1.544,0.493,0.834,-0.601,1.166,-1.667,-1.495,0.137,0.025,-0.717,0.81,0.531,0.858,-0.123,0.603,-0.446,2.054,Item_298
-0.813,2.105,0.035,-1.376,1.368,0.126,0.851,1.224,0.338,-0.592,0.976,0.001,0.686,-2.154,0.447,-0.639,1.653,0.623,0.24,0.486,Item_299
-0.998,1.623,1.991,0.393,1.59,-0.569,-0.797,0.041,0.435,-0.394,0.538,0.306,-0.998,0.519,0.864,0.171,1.153,-1.217,0.468,-1.17,Item_300
-1.114,-0.631,-0.942,-0.548,-0.214,0.837,-0.321,-1.586,1.14,-0.837,-0.059,0.447,0.2,1.094,0.479,-0.861,2.179,0.194,-0.147,0.964,Item_301
0.249,0.399,2.492,-0.275,-0.318,0.117,1.072,-1.507,-1.966,-0.587,-1.634,-0.425,0.502,-0.891,-1.427,0.069,0.863,-1.695,0.82,0.817,Item_302
0.954,1.218,2.202,-0.356,0.11,-0.416,0.002,1.533,-1.345,-0.861,1.377,1.02,-0.363,0.854,0.341,1.5,0.075,1.026,2.642,0.598,Item_303
0.049,0.722,-0.365,2.388,0.18,-0.273,-0.836,1.097,0.867,-0.497,0.576,-1.509,0.185,0.453,1.707,-0.771,-1.278,-0.895,-1.337,1.337,Item_304
1.549,0.32,1.221,0.134,-0.095,-0.333,-0.31,-1.548,0.264,-0.04,0.745,0.094,-0.163,-0.871,0.072,0.738,-1.143,0.087,0.233,-0.718,Item_305
-0.588,0.231,-1.133,0.35,-0.895,1.063,2.338,-0.861,0.534,-0.727,1.041,-1.265,0.481,-0.873,-0.207,-1.031,0.822,-0.837,0.552,-0.344,Item_306
-0.114,0.148,-0.762,0.21,1.53,-0.778,1.172,1.498,-0.816,-1.455,0.302,-0.547,1.869,0.035,-0.802,-1.147,1.09,-0.571,0.044,0.956,Item_307
-0.484,-0.046,-0.017,0.683,0.591,-0.22,0.064,-0.372,-1.478,0.258,1.892,-0.884,-0.773,-0.871,0.725,0.448,-0.159,-0.918,0.092,-1.565,Item_308
0.143,0.872,-1.251,-1.533,1.579,-0.612,1.136,-0.154,-0.162,0.438,-0.884,0.132,-0.381,-1.32,0.337,-0.263,-0.157,-1.21,1.591,0.877,Item_309
0.964,-0.305,-1.729,1.953,-0.061,-0.749,0.417,1.167,-0.023,1.279,1.083,-1.076,-0.674,0.958,-2.713,-0.149,-1.431,-0.477,-0.299,-0.358,Item_310
-0.552,-1.097,2.292,1.867,-1.162,1.582,-0.399,0.129,-0.063,-0.66,0.984,0.126,-0.477,-1.305,-0.894,-1.641,0.012,-1.197,-0.266,1.37,Item_311
1.199,-0.032,-0.087,1.88,0.521,-0.328,-1.426,0.394,0.829,-0.632,0.291,-0.364,-0.184,-2.488,-0.222,0.969,-0.631,0.053,-0.756,0.36,Item_312
-0.217,-0.939,1.333,0.929,-0.605,0.498,0.537,0.642,-1.694,1.007,-0.57,-0.358,2.638,0.302,-0.386,-2.205,1.39,-1.345,-1.003,-0.331,Item_313
1.416,0.773,-0.158,0.308,-0.6,0.14,0.073,0.969,0.967,0.494,-0.362,0.742,-0.092,-1.082,-0.403,0.085,0.91,-0.184,-1.209,0.057,Item_314
0.113,0.186,0.92,1.019,-0.594,-0.616,-1.04,0.699,1.449,-0.315,-0.241,1.467,0.506,0.436,-1.191,0.679,-0.929,-1.134,-0.347,-0.586,Item_315
-0.222,-1.441,0.959,1.128,-1.947,0.978,-0.811,0.857,-0.068,0.029,-0.185,1.212,-1.24,0.608,1.101,0.716,2.325,-0.529,0.957,-0.106,Item_316
1.233,-0.008,-0.388,1.306,-0.492,-1.413,-0.517,0.619,1.392,0.111,1.318,-1.358,-0.443,-0.289,-0.115,0.084,0.691,-0.445,0.139,-0.045,Item_317
-0.926,-0.114,-0.144,-0.165,0.032,0.076,-0.432,1.273,-1.169,-0.721,2.78,-1.038,-1.354,0.734,-2.077,-0.235,2.146,-1.545,-1.982,-1.499,Item_318
0.898,1.125,-0.513,0.683,1.39,1.787,-0.246,-2.301,-0.821,-0.427,-0.259,-0.188,1.119,1.274,-0.172,1.098,0.358,0.065,0.907,0.072,Item_319
2.058,-1.438,-0.515,-0.127,0.439,1.268,-0.024,-1.422,0.843,0.755,-1.942,-0.004,-1.59,-0.665,-0.903,0.809,0.117,-1.286,0.88,-1.434,Item_320
0.33,-0.814,-0.366,0.504,0.521,1.337,-0.082,0.306,-0.438,0.182,0.439,-0.098,-1.804,0.331,0.365,-0.68,-1.284,1.476,0.491,-0.229,Item_321
-1.137,-0.822,1.303,0.138,-0.551,0.51,-0.814,1.501,1.353,-0.467,-0.629,-2.618,-1.482,-1.339,0.135,-0.326,-1.345,-0.281,0.505,0.528,Item_322
-1.9,-0.128,-1.383,0.902,0.784,-0.898,-0.766,-0.461,-2.253,0.336,-0.273,0.97,-1.098,-0.619,-1.507,-1.004,-1.182,0.996,-0.698,0.124,Item_323
-0.381,-1.269,-0.168,0.599,-1.208,0.809,-0.85,-0.483,0.531,-0.663,0.038,-0.315,0.129,-2.381,-1.83,0.616,1.037,-0.91,-0.244,0.295,Item_324
0.693,-2.028,-0.886,-0.333,0.703,2.498,-0.228,-1.407,0.402,1.321,0.108,-0.907,0.958,0.664,-1.026,0.381,0.997,1.182,-0.066,-0.358,Item_325
1.227,-1.21,0.439,-1.37,1.065,-0.258,1.269,0.491,-1.223,1.425,1.551,0.882,-0.762,-0.306,0.145,-0.704,1.692,0.144,-2.703,0.339,Item_326
-0.348,-0.075,-0.369,0.807,1.12,0.283,-0.339,-0.041,0.02,-0.802,0.579,0.46,1.54,1.255,-0.686,0.82,-0.951,0.696,-0.517,-1.023,Item_327
0.28,-2.675,-1.751,-0.177,0.082,-0.369,-1.579,-0.818,0.391,0.582,-0.016,1.157,0.397,-0.747,-0.281,-1.403,-0.108,1.112,0.685,1.402,Item_328
-0.303,1.346,-0.193,1.472,-0.022,0.707,1.475,-0.193,0.218,1.289,-0.133,-1.321,2.143,-0.47,0.159,1.156,-0.608,-1.008,0.254,-1.793,Item_329
-0.288,0.245,-0.27,-1.543,1.594,0.104,1.431,-0.26,-0.88,0.269,-0.216,-1.178,1.47,-0.622,-1.84,1.328,-0.504,-0.608,-1.765,1.741,Item_330
-1.289,0.058,0.913,0.422,-0.06,-1.702,-0.81,0.188,-0.787,0.203,0.682,0.963,-1.226,2.197,0.767,-0.002,1.09,2.365,-1.439,-0.225,Item_331
-2.378,0.193,0.365,-0.039,-0.655,-2.05,0.374,1.455,-0.591,0.44,-1.568,0.457,-0.393,-0.762,-0.76,-0.394,0.382,-1.312,-0.397,-0.041,Item_332
-1.099,1.797,-0.853,-0.669,-0.978,1.798,0.553,-0.937,1.106,0.201,0.257,-0.344,-0.749,0.338,-0.545,1.817,-1.269,1.536,-0.111,0.299,Item_333
0.833,-0.63,0.864,-2.708,-0.72,-0.924,-1.254,-0.215,0.386,0.703,0.241,-0.666,0.369,0.124,0.936,0.777,0.03,-0.897,-0.653,-0.55,Item_334
-0.315,0.268,0.715,-0.051,0.016,0.143,-0.516,-0.925,-1.755,-0.695,0.473,-0.703,-0.238,0.466,0.521,-1.08,0.997,1.127,-1.13,-0.824,Item_335
1.191,-0.147,-2.22,-1.4,-0.249,-1.163,-0.413,0.032,1.462,-0.29,1.073,1.429,1.434,0.285,-1.963,0.461,1.048,-0.081,1.745,0.86,Item_336
0.568,1.086,0.333,-2.493,-0.499,1.197,-0.808,-0.223,-1.045,1.784,1.681,-0.884,0.147,-0.68,0.615,0.51,0.812,0.332,2.935,-1.028,Item_337
-1.711,-0.393,-1.568,-1.492,-1.001,-0.922,-0.955,0.518,-0.506,-0.18,0.894,-0.766,-0.265,0.366,-1.942,-2.385,0.346,0.492,2.064,0.158,Item_338
0.82,-0.195,0.297,1.667,-2.124,0.414,2.136,0.282,1.651,-0.629,-0.032,0.034,-2.218,-1.168,-1.097,0.822,0.872,0.324,0.824,-0.164,Item_339
1.202,0.009,0.058,-0.266,0.684,-0.421,0.976,-1.132,-1.099,0.687,-0.089,-0.454,0.89,-0.607,-0.2,1.399,1.539,1.572,-0.282,1.231,Item_340
-0.949,-0.907,-2.35,1.673,-0.864,-0.127,-0.91,0.695,-0.376,-1.305,0.442,-1.434,-0.837,-2.107,-1.424,0.179,-1.965,-1.481,-0.002,-0.544,Item_341
1.992,1.834,-0.868,0.557,0.749,-0.597,-1.496,-0.012,-0.173,-0.436,0.442,-0.751,-1.152,0.109,0.386,-1.177,0.928,-1.77,-0.578,-0.258,Item_342
-0.636,-0.565,1.871,-0.851,2.441,0.437,0.092,0.476,2.53,-0.994,-1.12,-0.755,0.032,-1.726,0.022,1.694,0.151,-0.293,-0.618,0.899,Item_343
-0.826,1.846,1.933,0.257,-0.012,1.031,1.095,-0.806,-0.527,-1.322,0.409,0.667,-1.35,-0.455,-1.347,-0.899,0.551,-0.733,-0.301,-1.627,Item_344
0.187,-0.044,-0.729,-0.189,0.18,-0.815,-1.476,1.806,-0.633,-0.097,1.011,3.529,-1.244,0.45,-0.708,-0.539,-0.72,-1.126,-0.041,-1.475,Item_345
0.947,0.055,0.422,-0.466,-0.367,0.288,-1.164,-0.358,-0.86,-0.891,-2.11,1.339,-0.687,1.163,1.069,-1.286,-1.088,2.561,1.751,-0.032,Item_346
0.257,-0.631,0.432,-0.717,-2.032,-1.322,0.021,-1.131,-0.067,-1.075,-0.782,0.853,0.247,-0.01,0.879,0.481,1.447,-0.46,-0.43,-1.301,Item_347
-0.429,0.965,1.3,0.96,-1.794,1.083,-1.839,0.898,-0.368,0.703,-1.332,1.171,-1.465,-0.668,-0.998,-1.754,0.095,1.806,2.667,0.097,Item_348
1.117,0.232,0.499,-0.342,0.195,0.537,-0.578,-0.077,-0.058,0.826,-1.066,-0.052,1.912,1.164,1.349,0.024,0.321,1.002,1.56,-1.952,Item_349
-1.315,1.309,-0.277,-0.672,-1.254,-0.555,-1.402,2.091,-0.022,-0.058,0.588,0.962,0.946,1.074,-0.631,-0.298,0.769,-0.527,-0.005,0.399,Item_350
0.785,-1.778,0.715,-0.234,0.707,0.777,1.608,1.353,1.347,1.444,0.291,0.032,0.873,0.732,-0.309,0.405,-0.035,-0.854,1.29,0.055,Item_351
2.049,-1.625,-0.557,0.033,1.137,0.399,0.31,-1.127,-1.157,0.323,-1.364,-0.532,0.501,-0.982,1.605,1.224,-1.571,-0.932,-2.286,-0.783,Item_352
0.766,-0.414,0.461,-1.522,0.798,-0.555,0.012,-0.093,-1.272,-1.153,0.968,0.399,1.05,0.325,0.143,-1.726,-0.27,-0.027,1.953,0.687,Item_353
1.536,0.598,-0.711,0.117,0.236,-0.939,-0.384,-0.206,1.606,-2.081,1.206,-0.937,-1.372,1.18,0.732,1.255,0.801,2.06,0.559,-0.156,Item_354
0.343,1.243,-0.779,-0.652,-0.309,-2.105,0.138,-1.886,0.053,0.865,-0.477,1.677,-1.461,1.191,0.675,-1.716,2.711,-0.064,-0.877,-1.407,Item_355
-0.22,-0.127,0.103,-0.298,0.633,-0.388,-1.935,-0.149,-2.367,0.354,-0.979,0.163,1.314,-0.949,1.061,-0.433,1.753,-0.365,-0.84,0.687,Item_356
-0.436,-0.841,-0.478,-0.045,1.342,-1.934,0.023,0.625,0.193,1.31,-0.074,-0.185,0.592,0.099,-0.39,0.516,-0.653,-0.611,-0.528,1.353,Item_357
-3.221,0.396,0.034,-1.681,0.31,0.476,0.59,-2.652,1.366,-0.738,0.687,0.741,-0.877,0.66,-0.385,-2.071,1.168,-0.775,-0.854,-0.403,Item_358
0.272,-0.057,0.548,-1.339,-0.742,-0.116,1.898,-0.114,1.085,0.039,-0.484,-0.247,-0.168,0.604,1.375,0.36,1.187,-0.965,-0.415,-0.724,Item_359
0.314,-0.359,0.73,-0.931,0.043,0.687,-2.065,2.122,-0.283,-2.025,0.158,0.033,-0.082,0.991,0.747,0.298,0.45,-0.104,1.775,-1.479,Item_360
0.14,0.065,0.813,-0.844,-1.744,0.157,0.281,1.49,-1.27,1.155,2.367,-0.378,-1.291,-0.407,0.014,0.564,-0.591,1.555,-1.115,-1.739,Item_361
1.107,-2.275,-0.204,3.118,-0.012,-1.121,-0.057,-0.051,0.161,0.662,-1.039,1.688,0.245,0.727,-0.628,1.286,-0.257,0.278,-0.933,-0.997,Item_362
0.688,-0.444,-0.854,-0.643,0.699,-0.629,-0.118,0.015,-1.917,-1.471,0.336,-0.737,1.057,0.967,0.719,1.82,-0.083,0.649,-0.584,2.452,Item_363
1.984,0.012,0.387,1.359,-0.147,-0.657,0.874,0.078,0.183,-0.834,-1.718,0.236,0.905,-0.226,1.436,-0.704,-1.055,-0.067,-0.083,0.77,Item_364
-0.775,1.368,1.967,-0.039,1.25,-1.056,1.075,1.047,0.863,-0.016,-2.954,-0.642,-0.626,-0.978,0.122,-0.419,-0.825,-1.059,-0.716,1.121,Item_365
-0.661,-0.515,-0.457,0.339,0.456,-3.045,1.022,1.436,-1.05,-0.972,-0.45,-0.756,0.224,-1.947,-1.118,1.539,-0.928,1.243,0.355,-1.809,Item_366
0.635,-0.118,-0.455,0.245,0.475,0.708,1.178,0.408,-1.376,-0.474,2.943,0.724,2.369,1.395,0.242,0.301,-0.037,-1.738,0.018,1.211,Item_367
-0.6,0.412,0.852,-0.91,-0.451,-1.018,-0.822,-1.288,-0.9,1.419,-0.915,0.126,-0.503,1.179,1.311,0.864,0.306,-0.231,-1.192,1.944,Item_368
-0.76,0.664,1.06,-0.555,1.038,0.764,1.728,-0.469,-1.286,-0.505,0.209,0.058,-0.393,-1.909,0.47,1.972,0.464,0.609,0.572,0.397,Item_369
0.932,0.395,-0.313,-0.796,-0.249,0.314,-0.316,0.314,0.439,0.833,1.283,0.078,-1.308,-0.345,0.044,-1.836,1.389,0.142,0.381,1.366,Item_370
-0.63,0.574,-0.11,-0.184,-0.772,1.666,-0.376,0.699,-1.875,1.18,1.052,0.097,-0.227,0.4,2.289,-1.763,0.782,-0.912,-0.02,-0.248,Item_371
-0.428,-0.01,-1.134,1.029,-1.794,0.54,-0.327,-1.171,0.202,-1.557,0.04,-1.423,0.461,-0.924,-0.451,0.294,-0.773,-0.058,-1.514,0.631,Item_372
1.765,2.792,0.091,0.788,-1.781,1.503,0.776,-0.484,1.237,-0.254,-0.458,0.475,-1.063,1.022,-1.056,-1.05,-0.91,0.76,-0.617,-1.348,Item_373
-0.606,-0.032,-1.181,-1.152,2.111,-0.861,-0.323,-0.367,-0.421,0.621,0.948,-0.306,-1.236,1.274,-0.095,1.73,-2.246,0.195,1.919,-0.353,Item_374
-0.225,0.296,-0.559,-0.312,-0.338,-0.627,1.229,0.461,0.251,0.809,-0.264,-0.774,-0.603,0.002,-1.059,-0.5,-0.516,2.125,-2.774,-0.18,Item_375
1.726,0.122,0.753,0.1,-0.667,-2.242,0.205,-0.776,-0.8,-0.499,1.745,2.405,0.217,-0.465,-1.177,0.469,1.783,-0.247,-2.379,0.67,Item_376
0.985,-1.586,0.176,0.451,-0.073,-0.791,1.016,-0.403,-1.485,-2.049,1.261,0.617,0.088,-0.44,-0.529,-1.076,-0.431,-2.12,-0.736,-0.311,Item_377
0.61,-0.04,0.795,1.349,1.058,0.471,0.012,-0.981,0.74,1.68,0.342,1.917,-1.526,-1.154,0.855,0.264,1.314,-0.015,-0.868,-0.214,Item_378
-1.533,-1.129,0.972,0.873,0.363,-1.721,-0.358,-1.225,1.177,-0.584,-1.086,0.03,-0.64,1.484,-0.735,-1.399,-2.153,-0.031,-0.562,-1.429,Item_379
1.189,0.667,-0.028,1.364,0.663,-0.823,-1.039,0.818,0.396,0.17,-0.846,0.608,-0.755,-0.102,1.447,-0.661,-1.573,-1.053,0.994,0.255,Item_380
-0.129,-0.509,0.485,-0.849,0.306,-0.731,-0.898,-0.637,-0.375,-0.049,0.235,-3.688,-0.808,-0.392,1.505,-1.08,0.163,1.495,-1.313,0.394,Item_381
-0.802,-0.505,-0.803,-0.732,2.722,0.844,1.102,0.492,-1.606,0.395,1.073,-0.853,0.965,0.704,1.852,-0.418,-1.098,-0.362,1.436,-1.828,Item_382
-2.068,0.089,-0.443,0.008,0.945,-0.553,-1.873,2.044,-0.997,-1.059,1.104,-0.384,-0.063,0.483,1.084,-0.333,1.52,-2.136,0.76,-0.84,Item_383
1.372,0.142,-0.673,0.663,0.893,0.642,-1.03,-0.484,-0.004,-0.041,0.75,-2.015,0.334,-0.29,-0.839,-0.742,-0.215,-3.601,-0.701,-0.876,Item_384
0.533,-0.806,-0.215,1.542,0.994,0.902,-0.5,0.543,-0.234,-0.196,0.41,-0.597,1.493,-0.16,0.618,1.456,1.032,-1.409,0.445,0.851,Item_385
0.892,-1.113,-0.657,0.995,-0.762,-0.3,1.576,-0.048,-0.727,-0.878,0.333,-1.333,-0.247,0.333,1.299,0.668,-0.714,1.178,-0.3,-1.236,Item_386
-0.172,1.438,0.165,0.013,1.637,-1.431,-1.286,-1.616,0.373,0.166,1.543,0.243,-0.404,0.002,0.118,-1.672,2.71,0.52,0.21,0.615,Item_387
0.709,-0.141,-0.631,0.599,0.386,-0.81,1.419,0.293,0.73,1.392,0.022,0.317,0.81,-0.725,0.054,0.126,-0.956,2.318,-1.407,-1.298,Item_388
1.314,0.713,-1.026,0.607,1.468,-0.03,2.599,-1.724,0.694,1.167,0.891,-0.204,-0.29,0.444,0.816,0.602,1.04,-1.019,-0.228,-0.94,Item_389
-0.386,1.015,0.108,2.607,0.193,0.06,0.106,-0.638,-0.058,1.128,0.114,-0.793,-0.925,-0.45,0.074,1.194,-1.34,-0.32,0.144,-1.834,Item_390
-0.834,-0.68,-0.796,0.192,-0.161,-0.555,0.428,1.723,1.639,-1.923,0.577,-0.178,0.155,-0.398,0.118,0.151,-0.579,-0.896,-0.449,0.234,Item_391
0.599,0.853,-0.494,0.284,0.963,1.166,-0.059,-0.221,0.191,-1.15,-0.194,0.745,0.642,-0.27,0.218,-0.825,0.703,-0.078,-0.276,-0.362,Item_392
-0.063,-0.448,0.658,-0.395,1.593,1.465,-0.892,0.07,-0.651,-0.327,2.002,-0.308,0.36,0.541,-1.001,-0.855,-1.206,-0.886,-2.85,0.545,Item_393
2.054,0.148,-1.416,-0.643,-0.459,-1.018,0.86,0.81,-1.155,0.725,1.527,1.903,2.865,-0.902,2.824,-0.354,-0.592,0.327,-0.582,0.399,Item_394
-1.32,-0.239,1.286,-0.057,0.142,0.475,1.171,-1.655,0.585,-0.268,0.167,1.06,-1.194,-1.013,-1.935,-0.549,1.33,-0.121,-1.34,-0.486,Item_395
-1.488,-1.125,0.389,-1.174,1.113,-0.071,0.086,-0.278,0.773,0.783,0.335,0.565,-0.212,0.542,-0.338,0.002,-0.275,-0.457,-0.689,0.468,Item_396
1.311,1.171,-1.257,1.289,-0.318,0.601,-0.906,0.142,0.314,-1.485,0.608,1.346,-0.175,1.36,-0.19,0.85,-2.219,2.419,1.495,-0.285,Item_397
-1.972,0.288,-1.444,0.445,0.412,-0.941,1.121,0.806,0.976,0.009,-1.416,0.978,-0.27,-1.39,1.352,2.099,-0.041,2.159,0.091,-0.38,Item_398
-0.63,1.637,-0.78,0.735,-0.559,-0.46,1.03,-0.38,-0.405,1.133,1.597,0.645,-0.655,-0.511,0.08,0.321,-0.988,0.723,0.086,-1.716,Item_399
-0.929,-0.504,-0.073,1.889,0.238,-0.841,0.221,-0.352,0.325,0.581,1.209,-0.024,1.639,0.908,-0.707,2.21,0.327,-0.835,1.653,2.078,Item_400
-0.033,-0.504,-0.172,0.715,1.278,0.57,0.102,1.498,-0.313,1.031,-0.288,0.431,-0.114,-0.056,-0.377,1.345,-0.733,-0.74,2.121,0.978,Item_401
-2.385,-0.565,-1.812,-0.951,-3.139,-0.137,-1.142,0.06,-1.625,0.083,-0.415,1.502,1.411,0.785,-0.327,1.985,-1.553,-1.404,-0.084,2.254,Item_402
-0.202,-0.183,-1.442,0.946,0.953,0.789,-0.629,-0.707,-1.293,0.084,-1.08,-1.177,-0.424,-0.489,-0.538,0.466,0.079,-0.288,0.183,-0.992,Item_403
0.105,0.151,-1.503,0.996,-0.881,0.09,1.164,0.926,0.034,-0.362,0.948,0.675,-0.618,-0.795,-2.072,0.154,-0.083,1.136,0.359,1.334,Item_404
-0.697,1.138,-0.529,0.778,-1.459,0.235,-1.985,-0.267,0.44,-0.521,-1.05,0.846,-0.103,-0.49,0.042,2.637,1.154,1.163,0.436,0.166,Item_405
-2.396,-0.679,-0.481,-1.875,-1.157,-1.981,-0.038,0.819,1.107,0.415,-0.963,-1.932,-1.757,-1.269,-0.889,-0.16,-1.014,0.339,-0.232,0.011,Item_406
1.14,-1.18,0.419,-0.014,-0.333,0.885,0.879,-0.946,-0.182,0.281,-0.273,0.585,0.281,1.833,-1.53,-0.122,-0.909,0.604,-1.617,0.346,Item_407
-0.63,-0.734,-1.446,-0.465,1.085,-0.025,0.628,1.665,0.264,-0.559,0.467,-0.544,-0.504,-1.52,0.926,-0.386,0.182,-1.036,0.436,-0.762,Item_408
-0.142,0.878,0.791,-0.022,-1.768,2.993,1.746,0.723,-0.753,-0.114,-0.543,1.264,0.263,-0.784,-0.471,1.121,1.6,1.528,0.757,-0.253,Item_409
-3.242,0.297,-0.002,0.14,0.054,-1.326,0.557,0.632,0.682,0.947,0.604,-0.41,-0.071,0.091,0.108,0.998,0.644,2.077,2.206,0.08,Item_410
-3.837,1.237,-0.54,-0.801,-0.398,-0.447,0.612,-1.559,-1.078,0.343,0.623,0.642,-0.787,-0.978,-0.507,0.24,1.485,-2.047,-0.221,-1.333,Item_411
-1.652,0.967,0.545,0.449,0.921,-0.48,-0.433,2.186,-0.247,0.735,0.006,-1.848,-2.045,-0.579,1.056,0.788,0.914,-0.987,1.616,-0.965,Item_412
0.213,-0.01,-0.174,1.339,-0.705,-1.35,0.02,-0.4,3.377,0.677,-0.409,-1.056,-1.88,-1.025,0.115,1.427,1.122,0.229,-0.323,0.269,Item_413
-0.519,1.718,-0.189,-0.086,-2.216,-0.195,0.836,-1.068,-0.751,0.793,-1.477,1.058,-0.532,-0.389,-1.124,0.378,2.46,0.781,-0.864,1.136,Item_414
-0.317,1.374,0.807,-2.943,-1.004,0.944,0.152,-1.024,-0.634,-1.906,-0.088,2.211,0.805,2.19,0.882,1.027,1.974,0.377,-0.187,1.033,Item_415
1.454,-0.48,-0.722,0.139,0.831,0.798,-1.424,1.912,-0.641,-0.265,-0.903,2.698,0.242,-0.851,0.864,0.769,-0.188,0.841,-0.825,-0.493,Item_416
-2.01,-1.324,1.808,1.641,0.066,1.663,-0.16,-0.243,0.057,-0.125,-0.215,1.143,0.15,0.712,1.031,0.388,-0.97,-1.353,0.149,-0.171,Item_417
0.087,-0.016,2.584,-1.33,-1.99,0.332,-0.376,0.316,0.584,1.284,-1.507,-0.557,0.429,0.77,2.193,0.956,-0.057,-0.89,-0.564,-0.593,Item_418
0.655,0.257,-1.324,-0.436,0.878,0.352,0.569,0.383,1.626,0.236,-0.386,-0.916,0.25,-2.441,-0.184,-0.206,-1.364,-0.928,0.81,0.231,Item_419
0.102,0.306,0.093,1.243,0.123,-1.458,1.63,0.37,-0.589,-1.253,0.396,-0.117,1.574,-0.346,-0.837,0.896,0.925,0.169,0.676,-0.038,Item_420
0.234,1.165,0.625,-0.169,1.352,-2.365,2.052,-1.706,-0.627,-0.041,-0.146,1.006,-1.058,0.261,-0.578,0.295,-0.065,0.093,-0.55,-0.51,Item_421
0.287,0.944,-0.598,-0.869,0.613,-0.033,0.83,-0.906,-1.779,-0.533,-0.766,-0.079,-0.637,0.741,-0.288,0.15,0.158,0.195,-0.024,0.511,Item_422
-0.796,1.399,-0.237,-1.312,0.188,-0.851,0.665,2.21,-0.787,0.332,-1.756,0.454,-0.886,-0.625,-1.101,0.732,1.007,0.023,-0.864,1.59,Item_423
-0.75,-2.162,0.458,-1.105,0.989,-0.381,0.604,1.402,-1.209,-0.566,-0.076,1.538,-0.658,-0.595,0.478,-0.577,0.153,-1.552,2.214,-1.348,Item_424
-0.322,-0.032,1.913,-1.325,1.984,0.757,0.417,-0.985,0.571,-0.723,1.267,-0.971,-0.113,-0.555,-0.988,0.741,0.535,1.209,-1.78,1.064,Item_425
2.505,-0.452,1.895,-0.263,-1.372,-0.306,1.048,-0.838,-0.6,0.594,0.003,0.585,0.238,0.48,-0.432,0.232,-0.927,1.288,-0.634,1.129,Item_426
-0.234,0.202,-0.495,-1.016,-1.745,-1.055,-0.324,0.212,1.01,-0.446,-0.882,-1.443,0.48,1.383,1.266,0.71,0.639,1.698,0.332,0.646,Item_427
-0.321,-1.362,-0.684,-0.009,0.061,1.926,0.081,1.179,-0.435,-0.312,-1.329,-0.742,0.527,0.008,0.943,0.181,-0.352,2.148,-0.094,1.163,Item_428
-0.401,0.71,0.928,0.208,-2.354,0.018,1.23,0.527,0.446,-1.722,-0.72,0.411,0.41,1.215,-0.145,0.406,0.016,-0.987,-2.256,0.431,Item_429
0.174,-0.618,-1.619,0.63,-0.266,0.557,1.864,-2.141,-0.7,-0.209,1.455,-1.636,1.936,0.136,-0.096,-0.198,-0.436,1.048,-1.069,0.345,Item_430
-0.384,-0.762,2.586,0.419,0.613,1.138,-1.421,1.752,-2.509,-0.769,-0.459,0.582,0.219,-0.167,-0.012,-0.978,-1.497,0.727,0.694,1.584,Item_431
-0.79,0.693,-0.284,1.19,1.022,0.211,-0.34,0.961,0.647,-0.684,-1.328,-0.289,1.515,1.146,-1.112,-1.168,1.275,-1.136,0.509,-0.616,Item_432
1.617,-0.77,1.143,0.185,0.252,-1.97,-2.203,-0.221,0.247,-1.125,-1.089,0.561,0.563,-0.138,0.78,-1.174,-0.356,1.648,0.068,0.126,Item_433
2.306,-1.399,0.796,1.664,-0.325,0.86,-0.982,-0.687,0.385,0.799,1.121,1.57,-0.067,1.194,-0.342,0.902,0.207,0.446,0.424,-1.605,Item_434
-1.124,0.103,-1.687,0.831,0.872,0.327,-1.121,1.38,2.037,0.147,0.511,0.202,0.53,-0.12,-0.035,0.906,2.346,-1.4,-0.104,-1.18,Item_435
1.592,-0.588,-1.443,0.638,1.744,0.664,0.205,0.409,1.415,-0.874,-0.112,-0.453,-1.168,-0.328,1.108,0.567,0.644,0.146,0.523,-0.801,Item_436
-0.31,0.192,0.278,0.32,-0.138,-0.377,3.158,0.907,0.413,-0.233,-0.451,-0.131,0.293,-1.88,-1.569,-0.637,0.207,-0.239,1.478,-1.482,Item_437
